Date,Temperature,Humidity,Precipitation
2024-10-24,20.49,71.94,0.0
2024-10-25,22.37,58.0,7.95
2024-10-26,21.5,64.51,4.87
2024-10-27,15.53,55.91,0.0
2024-10-28,16.47,72.03,1.62
2024-10-29,21.57,71.72,0.0
2024-10-30,20.89,62.98,1.15
2024-10-31,18.24,80.64,0.0
2024-11-01,18.66,58.05,0.0
2024-11-02,23.18,54.1,1.95
2024-11-03,15.58,71.04,0.0
2024-11-04,20.01,75.62,8.31
2024-11-05,16.9,82.12,0.0
2024-11-06,16.72,65.06,0.0
2024-11-07,21.87,75.04,0.0
2024-11-08,20.66,66.64,1.23
2024-11-09,20.51,65.64,0.0
2024-11-10,22.37,73.25,0.0
2024-11-11,17.12,73.76,0.0
2024-11-12,19.66,54.79,0.0
2024-11-13,15.59,81.05,3.53
2024-11-14,18.03,79.18,1.79
2024-11-15,16.12,63.99,0.0
2024-11-16,16.94,71.8,2.04
2024-11-17,18.84,71.73,0.0
2024-11-18,13.1,72.44,6.34
2024-11-19,24.65,60.75,0.72
2024-11-20,12.18,65.4,6.61
2024-11-21,11.26,70.98,0.0
2024-11-22,20.67,76.33,5.07
2024-11-23,19.13,71.99,0.0
2024-11-24,18.39,65.01,0.66
2024-11-25,18.34,74.17,0.0
2024-11-26,15.71,46.39,2.38
2024-11-27,12.1,79.99,6.23
2024-11-28,15.93,55.16,3.62
2024-11-29,12.86,67.56,0.0
2024-11-30,19.42,58.56,2.68
2024-12-01,14.87,59.2,0.0
2024-12-02,12.11,80.09,22.45
2024-12-03,14.08,66.17,0.0
2024-12-04,16.97,71.38,0.0
2024-12-05,13.02,70.01,0.0
2024-12-06,11.95,74.69,0.0
2024-12-07,16.18,69.58,0.0
2024-12-08,16.15,58.72,0.0
2024-12-09,13.11,78.32,0.0
2024-12-10,13.23,66.35,3.86
2024-12-11,16.02,56.59,13.03
2024-12-12,9.28,68.65,0.0
2024-12-13,9.42,84.02,0.0
2024-12-14,12.16,77.58,0.0
2024-12-15,14.17,67.09,0.0
2024-12-16,16.25,66.14,
2024-12-17,20.91,64.27,1.21
2024-12-18,18.43,84.57,0.0
2024-12-19,14.36,72.84,0.0
2024-12-20,14.93,72.97,0.0
2024-12-21,11.0,79.54,4.4
2024-12-22,14.94,71.44,0.57
2024-12-23,13.87,67.94,0.0
2024-12-24,16.33,67.33,0.0
2024-12-25,11.75,70.39,5.99
2024-12-26,17.16,68.23,5.67
2024-12-27,21.23,72.52,0.0
2024-12-28,14.69,70.05,0.0
2024-12-29,16.76,74.57,0.0
2024-12-30,17.95,67.53,8.6
2024-12-31,13.62,70.75,0.0
2025-01-01,16.12,53.01,0.0
2025-01-02,15.31,76.69,0.26
2025-01-03,15.69,71.96,0.0
2025-01-04,12.25,78.72,2.81
2025-01-05,15.49,46.11,0.0
2025-01-06,17.43,85.11,0.0
2025-01-07,21.29,65.55,12.89
2025-01-08,19.38,76.39,0.0
2025-01-09,24.21,57.03,2.57
2025-01-10,12.59,75.49,0.0
2025-01-11,19.21,59.18,0.0
2025-01-12,16.52,63.82,0.27
2025-01-13,24.62,80.48,0.0
2025-01-14,12.7,69.01,4.22
2025-01-15,12.64,72.3,0.0
2025-01-16,13.68,77.05,0.0
2025-01-17,7.66,76.77,0.0
2025-01-18,14.14,71.09,0.0
2025-01-19,13.29,73.19,2.8
2025-01-20,17.01,87.82,0.99
2025-01-21,17.87,67.75,0.0
2025-01-22,24.1,67.01,0.0
2025-01-23,20.49,75.43,3.46
2025-01-24,14.48,78.58,0.58
2025-01-25,13.29,79.77,0.0
2025-01-26,18.95,72.83,0.0
2025-01-27,11.81,61.79,0.0
2025-01-28,24.52,78.28,18.64
2025-01-29,22.02,57.17,0.0
2025-01-30,15.54,71.68,0.0
2025-01-31,10.68,65.41,2.83
2025-02-01,23.06,65.36,0.0
2025-02-02,17.31,71.09,0.0
2025-02-03,22.83,68.55,0.0
2025-02-04,11.63,74.39,0.0
2025-02-05,15.73,82.08,0.0
2025-02-06,18.28,71.65,0.0
2025-02-07,18.57,65.94,0.0
2025-02-08,16.71,76.44,2.16
2025-02-09,21.14,76.25,6.7
2025-02-10,14.51,59.9,17.26
2025-02-11,18.35,72.77,0.0
2025-02-12,19.53,73.07,0.0
2025-02-13,21.25,64.31,0.0
2025-02-14,22.18,77.27,0.0
2025-02-15,14.98,68.31,0.0
2025-02-16,,71.19,0.38
2025-02-17,24.88,63.67,0.0
2025-02-18,21.24,66.82,0.0
2025-02-19,17.07,59.8,0.0
2025-02-20,26.42,52.84,4.26
2025-02-21,20.83,79.63,0.0
2025-02-22,25.23,58.12,0.81
2025-02-23,20.94,58.89,0.0
2025-02-24,29.07,45.94,4.8
2025-02-25,28.01,58.54,4.93
2025-02-26,20.15,56.6,0.0
2025-02-27,25.19,78.05,0.0
2025-02-28,24.04,73.51,0.0
2025-03-01,27.1,58.55,0.0
2025-03-02,17.93,86.2,0.79
2025-03-03,24.69,72.99,6.66
2025-03-04,26.35,61.79,0.71
2025-03-05,15.25,49.39,0.19
2025-03-06,17.71,86.61,0.0
2025-03-07,14.46,58.63,0.0
2025-03-08,21.7,53.32,5.49
2025-03-09,25.82,72.81,0.0
2025-03-10,29.13,82.66,11.92
2025-03-11,23.58,76.71,0.0
2025-03-12,29.97,67.27,0.0
2025-03-13,18.11,72.86,5.27
2025-03-14,16.98,75.43,0.0
2025-03-15,23.75,71.64,6.5
2025-03-16,25.68,66.95,0.34
2025-03-17,24.18,66.2,2.22
2025-03-18,16.21,68.45,4.48
2025-03-19,24.3,59.28,6.25
2025-03-20,19.61,65.18,2.83
2025-03-21,27.68,50.25,0.0
2025-03-22,26.64,63.48,0.0
2025-03-23,21.58,58.63,6.58
2025-03-24,23.46,56.86,0.0
2025-03-25,21.45,68.04,0.0
2025-03-26,25.61,75.86,0.0
2025-03-27,29.85,70.16,7.25
2025-03-28,22.26,53.67,3.45
2025-03-29,28.39,55.56,0.0
2025-03-30,24.42,72.79,6.76
2025-03-31,23.54,57.8,7.69
2025-04-01,26.45,62.55,0.33
2025-04-02,22.91,70.34,2.3
2025-04-03,25.0,57.25,5.69
2025-04-04,22.6,66.93,0.0
2025-04-05,35.41,49.64,6.77
2025-04-06,27.86,58.9,0.0
2025-04-07,25.09,67.52,0.04
2025-04-08,28.91,50.5,9.37
2025-04-09,27.76,67.28,0.0
2025-04-10,27.49,63.72,0.0
2025-04-11,30.99,66.72,9.1
2025-04-12,31.73,63.76,0.0
2025-04-13,26.73,75.13,10.22
2025-04-14,26.71,65.23,0.0
2025-04-15,28.07,60.18,0.0
2025-04-16,20.12,68.17,4.03
2025-04-17,23.42,70.06,0.87
2025-04-18,35.1,60.84,0.48
2025-04-19,36.37,60.21,0.0
2025-04-20,28.94,57.61,12.89
2025-04-21,32.39,56.37,1.83
2025-04-22,31.48,50.86,0.2
2025-04-23,42.7,71.03,2.92
2025-04-24,35.0,50.55,1.8
2025-04-25,30.16,57.14,0.0
2025-04-26,26.99,58.36,0.0
2025-04-27,24.52,72.37,2.14
2025-04-28,31.9,59.54,0.0
2025-04-29,28.2,73.54,4.91
2025-04-30,25.67,59.31,0.0
2025-05-01,28.9,65.48,2.68
2025-05-02,27.29,57.29,1.04
2025-05-03,38.49,76.09,0.0
2025-05-04,35.4,50.82,0.0
2025-05-05,31.96,64.35,0.0
2025-05-06,38.04,64.2,0.39
2025-05-07,32.55,64.91,4.3
2025-05-08,28.91,61.76,0.0
2025-05-09,38.56,57.86,1.8
2025-05-10,34.74,60.97,0.0
2025-05-11,28.55,62.23,0.0
2025-05-12,32.04,69.54,7.57
2025-05-13,29.41,80.7,0.0
2025-05-14,27.48,59.42,0.0
2025-05-15,36.82,48.72,0.0
2025-05-16,40.85,57.16,0.0
2025-05-17,27.72,84.41,0.0
2025-05-18,35.66,53.77,0.0
2025-05-19,30.9,75.46,9.01
2025-05-20,31.64,75.43,0.0
2025-05-21,31.3,57.73,0.0
2025-05-22,30.3,67.17,0.0
2025-05-23,34.03,73.96,0.0
2025-05-24,30.6,59.45,2.37
2025-05-25,35.08,58.84,3.38
2025-05-26,33.87,56.36,0.0
2025-05-27,33.19,53.2,3.0
2025-05-28,30.58,57.3,7.54
2025-05-29,31.97,52.07,14.92
2025-05-30,37.36,59.71,0.0
2025-05-31,36.4,53.71,0.0
2025-06-01,30.55,64.37,0.0
2025-06-02,34.91,48.09,1.29
2025-06-03,37.57,61.99,0.0
2025-06-04,27.93,70.35,3.22
2025-06-05,36.83,43.73,0.0
2025-06-06,32.05,64.82,0.0
2025-06-07,37.02,69.41,4.44
2025-06-08,31.73,52.3,0.0
2025-06-09,27.59,77.21,0.0
2025-06-10,28.33,66.85,5.59
2025-06-11,35.07,54.83,0.6
2025-06-12,35.94,59.63,1.33
2025-06-13,31.3,66.63,3.61
2025-06-14,37.5,59.98,9.19
2025-06-15,28.31,67.82,21.82
2025-06-16,34.71,53.27,0.0
2025-06-17,30.14,64.04,0.0
2025-06-18,32.39,50.37,0.0
2025-06-19,35.19,59.53,0.0
2025-06-20,31.56,54.82,1.32
2025-06-21,33.46,55.31,1.8
2025-06-22,39.02,68.58,7.75
2025-06-23,32.68,70.27,0.0
2025-06-24,38.32,63.88,0.11
2025-06-25,30.45,53.81,0.0
2025-06-26,37.07,57.04,12.1
2025-06-27,40.7,67.64,2.53
2025-06-28,25.02,66.12,0.0
2025-06-29,31.7,80.54,0.0
2025-06-30,37.17,62.67,0.0
2025-07-01,34.02,62.48,2.37
2025-07-02,36.28,57.45,1.65
2025-07-03,32.34,62.76,30.13
2025-07-04,35.07,59.25,0.0
2025-07-05,34.06,66.59,0.0
2025-07-06,39.31,66.22,5.93
2025-07-07,35.6,53.94,3.02
2025-07-08,35.89,49.45,0.0
2025-07-09,32.84,46.78,0.0
2025-07-10,32.48,65.7,1.16
2025-07-11,32.64,52.74,0.0
2025-07-12,35.89,42.88,0.0
2025-07-13,32.56,64.71,0.0
2025-07-14,35.33,80.29,0.0
2025-07-15,42.41,57.12,5.55
2025-07-16,37.52,66.07,1.03
2025-07-17,32.65,62.21,2.13
2025-07-18,38.69,58.05,0.0
2025-07-19,32.17,69.13,0.0
2025-07-20,25.56,62.42,0.0
2025-07-21,29.6,65.07,0.0
2025-07-22,26.06,67.1,0.57
2025-07-23,32.05,56.48,0.0
2025-07-24,33.43,69.14,0.0
2025-07-25,39.97,56.86,0.0
2025-07-26,34.47,54.69,0.0
2025-07-27,32.19,66.06,0.0
2025-07-28,36.28,52.74,0.0
2025-07-29,24.01,65.67,16.14
2025-07-30,33.69,61.02,0.0
2025-07-31,35.72,68.86,0.0
2025-08-01,26.61,68.07,0.9
2025-08-02,36.99,59.41,3.8
2025-08-03,33.65,67.65,1.09
2025-08-04,30.52,73.64,2.16
2025-08-05,34.59,65.15,0.0
2025-08-06,41.02,57.88,0.0
2025-08-07,32.54,51.11,0.0
2025-08-08,32.67,53.03,3.28
2025-08-09,29.71,60.44,25.25
2025-08-10,28.02,58.76,0.0
2025-08-11,34.61,59.18,0.0
2025-08-12,27.73,64.23,15.0
2025-08-13,31.3,66.4,0.0
2025-08-14,28.97,62.65,10.31
2025-08-15,32.65,65.45,0.51
2025-08-16,31.93,62.4,2.76
2025-08-17,34.6,44.88,1.26
2025-08-18,28.27,56.02,3.24
2025-08-19,29.08,62.01,0.0
2025-08-20,26.1,54.83,3.69
2025-08-21,28.09,68.41,7.68
2025-08-22,31.22,74.45,0.0
2025-08-23,32.59,71.34,0.0
2025-08-24,25.72,,0.0
2025-08-25,32.73,73.45,0.0
2025-08-26,34.52,61.91,6.32
2025-08-27,30.59,59.79,1.62
2025-08-28,36.28,55.01,0.0
2025-08-29,25.52,62.35,0.0
2025-08-30,23.48,62.58,10.71
2025-08-31,21.18,68.08,0.0
2025-09-01,34.12,62.18,0.0
2025-09-02,30.58,62.51,6.21
2025-09-03,27.58,67.33,0.0
2025-09-04,28.76,72.83,0.0
2025-09-05,22.97,73.51,0.0
2025-09-06,37.09,47.68,0.0
2025-09-07,27.65,43.38,11.82
2025-09-08,27.4,71.39,0.0
2025-09-09,29.7,51.95,0.0
2025-09-10,28.55,61.6,4.69
2025-09-11,27.35,54.58,5.49
2025-09-12,23.13,51.43,0.0
2025-09-13,28.0,67.98,0.0
2025-09-14,33.47,67.26,0.87
2025-09-15,31.16,57.62,0.0
2025-09-16,31.97,41.13,0.0
2025-09-17,23.39,61.36,1.56
2025-09-18,21.3,69.8,2.26
2025-09-19,24.58,53.36,0.42
2025-09-20,25.14,66.41,1.07
2025-09-21,29.12,63.02,12.76
2025-09-22,17.8,72.87,0.0
2025-09-23,30.52,63.47,7.72
2025-09-24,23.59,57.85,0.0
2025-09-25,22.35,75.77,0.0
2025-09-26,19.83,66.06,6.2
2025-09-27,17.09,68.34,1.0
2025-09-28,26.83,56.71,0.0
2025-09-29,23.67,62.05,0.6
2025-09-30,18.04,61.05,0.0
2025-10-01,17.85,66.83,0.0
2025-10-02,21.52,80.26,0.0
2025-10-03,29.37,52.06,0.09
2025-10-04,21.49,53.67,4.94
2025-10-05,16.35,80.66,0.0
2025-10-06,21.21,65.03,6.66
2025-10-07,20.94,61.47,0.0
2025-10-08,11.08,79.58,4.87
2025-10-09,21.49,61.74,0.0
2025-10-10,20.62,81.58,0.0
2025-10-11,24.17,70.8,6.28
2025-10-12,28.62,59.47,0.0
2025-10-13,25.57,82.0,0.0
2025-10-14,19.83,62.48,4.86
2025-10-15,16.32,74.84,12.0
2025-10-16,30.89,64.74,0.0
2025-10-17,20.68,77.36,0.0
2025-10-18,20.34,79.59,0.0
2025-10-19,20.04,67.49,0.0
2025-10-20,20.78,60.87,0.0
2025-10-21,19.26,71.26,2.32
2025-10-22,17.4,63.0,13.16
2025-10-23,17.36,84.55,0.0
2025-10-24,19.27,68.67,0.0
2025-10-25,17.09,65.64,0.0
2025-10-26,16.27,70.41,0.0
2025-10-27,19.41,56.74,7.92
2025-10-28,17.83,60.45,0.0
2025-10-29,24.73,74.73,0.0
2025-10-30,7.98,67.41,17.11
2025-10-31,22.81,57.61,0.0
2025-11-01,23.3,70.06,1.37
2025-11-02,9.9,81.28,0.0
2025-11-03,16.7,74.49,6.01
2025-11-04,16.46,76.81,1.11
2025-11-05,12.19,64.71,2.36
2025-11-06,14.59,58.31,4.9
2025-11-07,13.15,82.35,0.0
2025-11-08,24.48,62.65,0.0
2025-11-09,21.1,64.75,3.63
2025-11-10,22.34,76.82,5.99
2025-11-11,20.03,71.69,0.0
2025-11-12,12.52,74.26,0.0
2025-11-13,14.84,86.89,0.0
2025-11-14,18.79,62.65,0.0
2025-11-15,11.85,78.34,0.0
2025-11-16,19.49,67.93,2.04
2025-11-17,15.59,71.38,0.0
2025-11-18,14.96,81.75,0.0
2025-11-19,19.21,71.67,6.38
2025-11-20,18.06,72.43,1.25
2025-11-21,14.76,78.19,
2025-11-22,20.76,63.99,7.51
2025-11-23,11.72,64.26,0.0
2025-11-24,18.43,59.6,2.79
2025-11-25,18.27,52.3,0.0
2025-11-26,14.59,86.14,0.0
2025-11-27,17.06,59.75,2.85
2025-11-28,10.69,69.67,0.31
2025-11-29,19.33,65.34,0.0
2025-11-30,14.83,72.03,0.0
2025-12-01,13.43,76.73,0.0
2025-12-02,19.66,74.29,0.0
2025-12-03,12.6,65.92,0.0
2025-12-04,9.73,70.53,0.85
2025-12-05,9.09,74.42,0.0
2025-12-06,17.7,66.29,0.53
2025-12-07,10.12,84.56,6.19
2025-12-08,22.22,70.18,1.78
2025-12-09,6.84,79.05,3.35
2025-12-10,21.93,71.69,0.0
2025-12-11,15.96,78.46,0.0
2025-12-12,14.7,71.08,4.71
2025-12-13,12.89,60.08,4.94
2025-12-14,16.65,71.96,0.91
2025-12-15,14.88,64.34,0.0
2025-12-16,19.43,63.28,1.2
2025-12-17,15.47,73.98,0.0
2025-12-18,15.61,79.13,1.6
2025-12-19,13.55,70.32,15.75
2025-12-20,14.77,72.07,0.0
2025-12-21,16.23,82.56,5.15
2025-12-22,8.17,74.5,0.0
2025-12-23,9.62,92.73,0.0
2025-12-24,18.0,72.67,0.0
2025-12-25,15.72,55.09,14.47
2025-12-26,14.32,75.83,8.35
2025-12-27,15.15,72.48,2.27
2025-12-28,16.49,79.15,0.0
2025-12-29,12.97,75.8,2.54
2025-12-30,12.04,69.72,16.49
2025-12-31,15.97,59.27,0.0
2024-02-20,21.51,55.89,0.0
2024-09-07,21.92,69.79,6.44
2025-05-15,36.82,48.72,0.0
